transaction_id,product_id,quantity,price,timestamp
T2798,P00002,1.0,43.65,2024-10-18
T2799,P00005,5.041242874706605,19.73,
T2800,P00007,8.0,27.66,
T2801,P00004,2.0,20.33,
T2802,P00005,5.0,36.72,
T2803,P00001,7.0,41.55,
T2804,P00001,5.041242874706605,43.08,2024-10-23
T2805,P00015,8.0,47.19,
T2806,P00019,2.0,44.18,2024-10-24
T2807,P00010,2.0,14.22,
T2808,P00018,1.0,27.66,2024-10-20
T2809,P00003,2.0,20.34,
T2810,P00011,1.0,37.18,
T2811,P00015,7.0,23.34,
T2812,P00011,1.0,27.66,
T2813,P00017,9.0,40.05,2024-10-14
T2814,P00017,9.0,27.66,
T2815,P00006,6.0,27.66,
T2816,P00005,8.0,16.64,
T2817,P00008,5.0,39.23,
T2818,P00002,1.0,28.96,
T2819,P00016,3.0,27.66,
T2820,P00012,2.0,31.73,2024-10-21
T2821,P00006,8.0,27.01,2024-10-29
T2822,P00001,3.0,39.75,2024-10-29
T2823,P00004,5.041242874706605,42.03,
T2824,P00017,8.0,17.71,
T2825,P00013,2.0,27.66,
T2826,P00018,7.0,8.03,2024-11-01
T2827,P00005,7.0,14.82,2024-10-17
T2828,P00003,1.0,27.66,
T2829,P00011,1.0,35.83,2024-11-01
T2830,P00013,9.0,27.66,
T2831,P00004,2.0,26.2,
T2832,P00014,2.0,27.66,
T2833,P00011,5.041242874706605,17.22,
T2834,P00010,2.0,5.14,
T2835,P00019,5.0,27.66,
T2836,P00018,6.0,19.89,2024-10-28
T2837,P00006,9.0,38.48,
T2838,P00015,5.0,8.56,
T2839,P00010,6.0,27.56,
T2840,P00005,5.041242874706605,49.61,
T2841,P00005,2.0,27.66,
T2842,P00010,9.0,27.66,
T2843,P00005,6.0,27.66,
T2844,P00003,4.0,39.25,
T2845,P00006,2.0,14.65,
T2846,P00004,4.0,15.1,
T2847,P00018,5.0,27.66,2024-10-08
T2848,P00009,8.0,11.76,
T2849,P00017,3.0,23.72,
T2850,P00013,7.0,27.66,
T2851,P00015,1.0,16.48,2024-10-25
T2852,P00017,5.041242874706605,19.53,
T2853,P00013,1.0,26.55,2024-11-02
T2854,P00016,5.041242874706605,5.78,2024-10-14
T2855,P00004,9.0,49.15,2024-10-23
T2856,P00005,8.0,9.42,
T2857,P00005,5.041242874706605,15.42,
T2858,P00009,2.0,14.82,
T2859,P00017,3.0,43.82,
T2860,P00013,5.0,27.66,2024-10-29
T2861,P00002,5.0,16.34,
T2862,P00013,3.0,42.02,
T2863,P00019,7.0,10.2,2024-10-08
T2864,P00003,9.0,9.62,
T2865,P00010,9.0,24.98,
T2866,P00002,1.0,46.79,2024-10-12
T2867,P00013,2.0,42.61,
T2868,P00019,3.0,6.95,
T2869,P00017,8.0,15.32,
T2870,P00014,7.0,17.44,
T2871,P00012,5.0,35.39,
T2872,P00012,6.0,15.74,
T2873,P00011,1.0,37.67,
T2874,P00007,5.0,13.29,2024-10-07
T2875,P00004,5.041242874706605,27.66,
T2876,P00019,3.0,5.27,2024-10-24
T2877,P00001,7.0,49.0,
T2878,P00003,6.0,11.58,
T2879,P00013,1.0,27.66,
T2880,P00015,4.0,27.66,
T2881,P00002,1.0,5.69,2024-10-24
T2882,P00011,5.041242874706605,44.12,2024-10-08
T2883,P00004,2.0,27.66,
T2884,P00019,3.0,41.48,
T2885,P00017,2.0,38.69,2024-11-01
T2886,P00003,2.0,27.66,2024-10-31
T2887,P00018,8.0,27.66,
T2888,P00008,9.0,45.62,2024-11-03
T2889,P00019,8.0,20.49,
T2890,P00005,1.0,37.7,
T2891,P00007,6.0,46.25,
T2892,P00008,4.0,19.27,2024-10-28
T2893,P00005,9.0,41.34,
T2894,P00017,4.0,21.15,2024-11-01
T2895,P00005,5.041242874706605,27.66,2024-10-29
T2896,P00004,6.0,17.7,
T2897,P00019,1.0,44.52,
T2898,P00002,6.0,19.45,
T2899,P00011,5.0,27.66,
T2900,P00013,6.0,31.26,2024-10-28
T2901,P00015,7.0,49.71,2024-10-22
T2902,P00012,7.0,46.99,2024-11-01
T2903,P00011,9.0,28.18,
T2904,P00007,3.0,46.79,
T2905,P00005,9.0,16.63,
T2906,P00017,9.0,28.5,
T2907,P00009,5.0,27.66,
T2908,P00014,1.0,31.34,
T2909,P00012,5.0,27.33,
T2910,P00006,7.0,27.66,
T2911,P00017,7.0,33.44,
T2912,P00019,3.0,27.66,2024-10-12
T2913,P00019,1.0,21.27,
T2914,P00016,8.0,14.95,2024-10-29
T2915,P00012,9.0,31.09,
T2916,P00012,9.0,22.22,
T2917,P00006,8.0,27.43,
T2918,P00004,1.0,36.91,2024-10-29
T2919,P00006,8.0,5.01,2024-10-27
T2920,P00011,1.0,27.66,
T2921,P00001,3.0,36.05,
T2922,P00015,5.0,27.66,
T2923,P00011,3.0,18.51,
T2924,P00019,2.0,37.87,2024-10-27
T2925,P00018,2.0,49.8,
T2926,P00017,6.0,27.61,2024-10-31
T2927,P00019,3.0,12.67,
T2928,P00014,8.0,46.12,
T2929,P00018,2.0,8.17,
T2930,P00019,7.0,27.66,
T2931,P00015,8.0,27.66,2024-10-15
T2932,P00015,3.0,27.66,
T2933,P00004,6.0,9.1,
T2934,P00007,4.0,27.66,
T2935,P00013,3.0,18.79,
T2936,P00003,5.0,27.66,
T2937,P00016,9.0,21.02,
T2938,P00009,6.0,28.15,2024-11-02
T2939,P00008,3.0,23.61,2024-10-15
T2940,P00013,7.0,12.61,
T2941,P00017,5.041242874706605,40.93,2024-10-21
T2942,P00017,5.041242874706605,27.07,
T2943,P00017,9.0,15.12,2024-10-06
T2944,P00001,2.0,27.66,
T2945,P00008,1.0,44.94,2024-10-20
T2946,P00019,9.0,30.56,2024-10-10
T2947,P00006,9.0,27.31,
T2948,P00003,5.041242874706605,22.02,2024-10-18
T2949,P00005,2.0,18.48,
T2950,P00013,5.0,32.49,
T2951,P00015,3.0,38.0,
T2952,P00014,7.0,36.28,
T2953,P00016,3.0,48.99,2024-10-08
T2954,P00018,3.0,43.03,
T2955,P00011,3.0,27.66,
T2956,P00003,9.0,27.66,
T2957,P00010,6.0,7.66,2024-10-09
T2958,P00010,5.0,27.66,
T2959,P00016,2.0,15.25,
T2960,P00012,9.0,16.05,
T2961,P00002,9.0,22.29,2024-10-11
T2962,P00009,9.0,27.66,2024-10-06
T2963,P00003,4.0,45.49,
T2964,P00015,4.0,27.66,2024-10-30
T2965,P00003,5.0,33.08,2024-10-11
T2966,P00019,8.0,27.66,
T2967,P00018,8.0,27.66,
T2968,P00008,1.0,46.31,2024-10-07
T2969,P00017,6.0,29.26,
T2970,P00008,5.0,11.14,
T2971,P00007,1.0,27.66,
T2972,P00007,7.0,30.14,
T2973,P00003,2.0,29.8,
T2974,P00001,3.0,27.66,2024-10-16
T2975,P00004,8.0,27.66,
T2976,P00005,5.041242874706605,46.75,2024-11-01
T2977,P00001,9.0,32.42,
T2978,P00015,1.0,27.66,2024-10-16
T2979,P00005,8.0,40.79,
T2980,P00013,2.0,37.3,
T2981,P00008,8.0,38.86,
T2982,P00008,4.0,27.66,2024-10-24
T2983,P00005,3.0,17.93,2024-10-29
T2984,P00009,2.0,47.55,2024-10-28
T2985,P00001,8.0,5.59,
T2986,P00004,5.041242874706605,31.54,2024-10-14
T2987,P00003,6.0,20.84,
T2988,P00002,4.0,44.72,2024-10-07
T2989,P00008,1.0,26.5,2024-10-14
T2990,P00009,8.0,34.62,
T2991,P00002,5.041242874706605,16.17,2024-11-02
T2992,P00014,3.0,36.28,
T2993,P00014,8.0,22.96,2024-10-27
T2994,P00004,2.0,10.35,
T2995,P00006,2.0,35.46,
T2996,P00011,3.0,19.39,
T2997,P00003,7.0,27.66,2024-10-23
T2998,P00008,3.0,27.66,2024-10-31
T2999,P00003,3.0,42.11,2024-10-14
T3000,P00014,5.0,27.66,
T3001,P00013,5.041242874706605,26.76,
T3002,P00013,6.0,49.26,
T3003,P00002,6.0,28.06,
T3004,P00013,6.0,33.56,
T3005,P00019,3.0,6.04,
T3006,P00006,4.0,14.62,
T3007,P00016,8.0,12.34,2024-10-14
T3008,P00002,9.0,17.19,
T3009,P00008,5.0,38.28,2024-10-30
T3010,P00017,6.0,40.44,
T3011,P00002,1.0,34.91,2024-11-02
T3012,P00010,1.0,27.66,2024-10-16
T3013,P00016,6.0,23.97,2024-10-27
T3014,P00006,6.0,13.05,
T3015,P00002,4.0,49.5,
T3016,P00002,4.0,43.75,
T3017,P00013,5.0,12.81,2024-10-25
T3018,P00015,6.0,23.78,
T3019,P00002,3.0,10.81,
T3020,P00007,8.0,16.33,
T3021,P00003,3.0,27.66,2024-10-26
T3022,P00008,8.0,27.17,
T3023,P00014,7.0,27.08,
T3024,P00007,9.0,35.64,2024-10-29
T3025,P00007,3.0,5.81,
T3026,P00001,3.0,45.78,
T3027,P00017,4.0,37.04,
T3028,P00009,2.0,13.15,
T3029,P00013,2.0,21.41,
T3030,P00019,5.041242874706605,46.1,2024-10-12
T3031,P00019,9.0,49.11,
T3032,P00017,8.0,11.57,2024-10-28
T3033,P00010,7.0,35.66,2024-10-07
T3034,P00010,7.0,37.63,2024-11-03
T3035,P00004,5.041242874706605,23.66,
T3036,P00008,9.0,38.72,2024-10-20
T3037,P00018,8.0,14.59,2024-10-16
T3038,P00014,7.0,5.69,2024-10-26
T3039,P00018,8.0,43.51,
T3040,P00014,7.0,27.01,
T3041,P00015,3.0,33.86,2024-10-20
T3042,P00004,4.0,36.88,
T3043,P00013,1.0,14.64,
T3044,P00008,7.0,26.41,2024-10-30
T3045,P00018,4.0,13.23,2024-10-29
T3046,P00012,3.0,16.86,
T3047,P00014,1.0,38.09,
T3048,P00002,1.0,18.73,
T3049,P00018,8.0,18.2,
T3050,P00002,1.0,31.4,2024-10-16
T3051,P00011,6.0,46.87,2024-10-06
T3052,P00009,2.0,25.7,2024-10-13
T3053,P00012,5.041242874706605,33.22,
T3054,P00017,9.0,9.74,
T3055,P00015,5.041242874706605,45.29,2024-10-06
T3056,P00017,6.0,15.28,
T3057,P00018,3.0,27.66,
T3058,P00006,6.0,13.65,
T3059,P00017,3.0,16.11,
T3060,P00018,8.0,27.66,
T3061,P00008,5.041242874706605,14.57,
T3062,P00009,7.0,15.62,2024-10-19
T3063,P00006,3.0,47.32,
T3064,P00005,1.0,10.36,
T3065,P00012,6.0,48.4,
T3066,P00011,5.0,32.79,
T3067,P00001,5.0,42.25,
T3068,P00011,5.041242874706605,12.95,
T3069,P00019,4.0,27.78,
T3070,P00009,8.0,40.21,
T3071,P00002,7.0,12.15,
T3072,P00012,6.0,11.36,2024-10-18
T3073,P00004,3.0,43.49,
T3074,P00004,4.0,31.27,
T3075,P00018,3.0,28.75,2024-10-13
T3076,P00015,9.0,48.63,
T3077,P00019,3.0,11.16,
T3078,P00013,9.0,12.58,
T3079,P00019,3.0,9.38,
T3080,P00017,4.0,45.13,2024-10-20
T3081,P00006,2.0,25.99,
T3082,P00016,9.0,46.93,
T3083,P00012,5.041242874706605,19.19,
T3084,P00019,4.0,47.83,
T3085,P00005,3.0,27.66,2024-10-11
T3086,P00017,7.0,7.64,
T3087,P00001,3.0,49.1,2024-10-27
T3088,P00010,9.0,18.89,
T3089,P00015,7.0,48.44,
T3090,P00011,4.0,11.19,
T3091,P00013,8.0,49.08,2024-10-10
T3092,P00005,1.0,20.57,
T3093,P00001,3.0,40.03,
T3094,P00012,9.0,46.95,2024-10-19
T3095,P00011,2.0,37.25,2024-10-30
T3096,P00017,5.041242874706605,27.66,
T3097,P00004,9.0,35.51,
T3098,P00015,3.0,44.7,
T3099,P00009,7.0,25.24,
T3100,P00019,1.0,12.25,2024-10-25
T3101,P00019,3.0,27.66,
T3102,P00012,1.0,36.38,
T3103,P00005,1.0,27.66,
T3104,P00010,5.0,27.66,
T3105,P00017,6.0,38.69,
T3106,P00005,2.0,6.58,
T3107,P00016,8.0,27.57,2024-10-20
T3108,P00007,6.0,27.66,
T3109,P00009,1.0,15.2,
T3110,P00003,9.0,27.22,
T3111,P00015,2.0,15.5,
T3112,P00016,8.0,30.63,2024-11-03
T3113,P00018,5.041242874706605,27.66,
T3114,P00014,4.0,7.95,2024-10-09
T3115,P00003,8.0,15.46,
T3116,P00012,4.0,17.3,
T3117,P00009,2.0,24.08,2024-10-18
T3118,P00007,5.041242874706605,11.43,2024-10-08
T3119,P00009,1.0,15.58,2024-10-25
T3120,P00013,8.0,37.65,
T3121,P00018,7.0,13.24,2024-10-24
T3122,P00005,2.0,34.71,
T3123,P00013,7.0,6.91,
T3124,P00004,1.0,10.17,
T3125,P00002,6.0,40.54,2024-10-17
T3126,P00016,5.041242874706605,9.07,2024-10-25
T3127,P00009,6.0,14.5,
T3128,P00009,5.041242874706605,38.48,2024-10-29
T3129,P00006,3.0,27.66,
T3130,P00011,4.0,48.57,
T3131,P00001,4.0,36.21,
T3132,P00004,4.0,15.97,
T3133,P00013,4.0,23.91,
T3134,P00013,2.0,41.47,
T3135,P00013,6.0,27.66,
T3136,P00002,3.0,16.99,
T3137,P00009,1.0,49.28,
T3138,P00008,2.0,44.43,
T3139,P00007,5.0,37.71,2024-10-17
T3140,P00004,5.041242874706605,27.66,2024-10-06
T3141,P00018,1.0,11.06,2024-10-11
T3142,P00003,5.041242874706605,44.61,
T3143,P00006,9.0,11.43,
T3144,P00012,3.0,8.07,
T3145,P00012,5.0,27.66,
T3146,P00008,5.0,8.05,
T3147,P00001,8.0,27.66,2024-10-20
T3148,P00004,5.041242874706605,45.14,
T3149,P00011,2.0,35.48,
T3150,P00003,4.0,42.38,
T3151,P00013,5.041242874706605,11.07,
T3152,P00017,7.0,12.28,
T3153,P00010,5.0,23.93,
T3154,P00012,8.0,38.68,2024-10-22
T3155,P00015,7.0,15.78,
T3156,P00010,1.0,44.66,
T3157,P00014,3.0,5.21,
T3158,P00013,3.0,36.45,2024-10-13
T3159,P00005,7.0,31.67,2024-10-25
T3160,P00006,4.0,33.82,2024-10-06
T3161,P00002,3.0,35.94,
T3162,P00017,8.0,46.03,
T3163,P00004,7.0,22.96,
T3164,P00014,1.0,34.27,2024-10-30
T3165,P00010,1.0,37.51,2024-10-18
T3166,P00003,5.0,34.7,
T3167,P00003,8.0,23.71,
T3168,P00015,9.0,15.19,2024-10-30
T3169,P00006,7.0,27.66,
T3170,P00017,5.0,32.22,
T3171,P00012,9.0,27.66,2024-10-26
T3172,P00011,5.041242874706605,13.85,2024-10-24
T3173,P00004,5.041242874706605,27.66,
T3174,P00006,5.0,27.66,2024-10-12
T3175,P00001,3.0,22.64,2024-10-08
T3176,P00016,8.0,28.18,2024-10-25
T3177,P00015,2.0,22.43,
T3178,P00017,7.0,8.84,
T3179,P00008,9.0,22.13,
T3180,P00012,3.0,19.07,
T3181,P00010,2.0,46.23,
T3182,P00015,4.0,37.38,
T3183,P00009,4.0,27.48,
T3184,P00002,6.0,46.9,2024-10-30
T3185,P00005,5.041242874706605,27.66,2024-10-26
T3186,P00006,5.041242874706605,45.13,
T3187,P00007,1.0,27.66,
T3188,P00001,6.0,5.26,2024-10-17
T3189,P00007,5.0,23.34,
T3190,P00012,5.0,40.35,
T3191,P00016,2.0,45.02,
T3192,P00016,6.0,42.19,2024-10-27
T3193,P00011,9.0,17.68,
T3194,P00004,5.041242874706605,27.66,
T3195,P00013,5.0,32.81,
T3196,P00007,5.0,18.54,
T3197,P00004,6.0,5.54,
T3198,P00015,5.041242874706605,39.81,
T3199,P00019,6.0,27.66,
T3200,P00009,3.0,27.22,
T3201,P00011,2.0,18.57,
T3202,P00008,5.0,29.15,
T3203,P00001,5.0,30.49,
T3204,P00008,2.0,27.66,
T3205,P00013,4.0,10.01,
T3206,P00004,5.0,19.4,
T3207,P00008,5.0,29.71,
T3208,P00003,9.0,48.92,
T3209,P00009,8.0,8.98,
T3210,P00002,6.0,12.29,
T3211,P00002,3.0,30.48,
T3212,P00013,5.0,27.66,
T3213,P00015,3.0,38.15,
T3214,P00012,7.0,27.66,
T3215,P00004,5.0,27.66,
T3216,P00008,3.0,49.33,
T3217,P00009,5.0,22.83,
T3218,P00005,7.0,49.97,
T3219,P00018,5.041242874706605,27.66,2024-10-20
T3220,P00011,9.0,32.86,
T3221,P00015,6.0,27.66,
T3222,P00009,2.0,12.46,2024-10-28
T3223,P00017,4.0,27.66,
T3224,P00012,1.0,9.24,
T3225,P00007,5.041242874706605,32.86,
T3226,P00010,4.0,5.39,
T3227,P00010,5.041242874706605,28.29,
T3228,P00013,6.0,20.47,2024-10-24
T3229,P00019,6.0,24.78,2024-10-29
T3230,P00011,3.0,44.79,
T3231,P00013,6.0,40.86,
T3232,P00008,5.0,32.19,
T3233,P00008,7.0,27.66,
T3234,P00004,1.0,8.86,2024-10-12
T3235,P00015,1.0,43.94,
T3236,P00011,5.0,27.66,
T3237,P00011,5.0,27.66,
T3238,P00001,7.0,27.66,2024-10-20
T3239,P00017,6.0,14.14,
T3240,P00015,3.0,9.91,2024-10-15
T3241,P00006,6.0,27.66,
T3242,P00015,3.0,39.39,
T3243,P00009,5.041242874706605,27.66,
T3244,P00014,9.0,9.65,
T3245,P00018,2.0,27.66,
T3246,P00017,7.0,43.83,
T3247,P00018,9.0,5.73,
T3248,P00005,8.0,37.45,
T3249,P00009,9.0,26.89,
T3250,P00011,8.0,39.95,
T3251,P00001,3.0,27.66,2024-11-01
T3252,P00018,8.0,38.62,
T3253,P00006,1.0,12.73,
T3254,P00002,4.0,13.42,2024-10-07
T3255,P00015,6.0,21.11,
T3256,P00014,1.0,34.66,2024-10-20
T3257,P00005,2.0,41.43,
T3258,P00006,6.0,27.66,
T3259,P00006,7.0,27.66,2024-11-02
T3260,P00018,6.0,18.57,
T3261,P00014,5.041242874706605,43.75,
T3262,P00010,9.0,48.79,
T3263,P00014,2.0,43.57,
T3264,P00013,8.0,19.55,
T3265,P00003,3.0,44.66,
T3266,P00006,5.041242874706605,21.15,
T3267,P00008,5.0,45.74,
T3268,P00012,5.041242874706605,28.84,
T3269,P00013,3.0,7.4,
T3270,P00011,9.0,30.68,
T3271,P00012,1.0,11.55,
T3272,P00001,7.0,27.66,
T3273,P00017,7.0,27.66,
T3274,P00016,8.0,31.29,2024-10-25
T3275,P00011,2.0,39.77,
T3276,P00013,4.0,33.62,
T3277,P00018,8.0,9.04,
T3278,P00011,3.0,24.21,2024-10-21
T3279,P00012,3.0,27.66,
T3280,P00006,1.0,20.71,
T3281,P00009,9.0,12.79,2024-10-10
T3282,P00016,8.0,39.43,
T3283,P00004,9.0,27.66,
T3284,P00003,7.0,24.35,
T3285,P00016,5.0,48.15,
T3286,P00012,7.0,19.22,
T3287,P00011,1.0,15.76,
T3288,P00005,2.0,12.68,
T3289,P00018,6.0,20.62,2024-10-30
T3290,P00019,8.0,40.91,
T3291,P00006,7.0,27.66,2024-11-03
T3292,P00018,5.0,27.66,
T3293,P00006,9.0,36.85,
T3294,P00004,7.0,27.66,
T3295,P00012,5.0,15.63,
T3296,P00019,4.0,35.77,
T3297,P00002,8.0,10.7,
T3298,P00017,9.0,27.66,2024-10-26
T3299,P00011,4.0,12.44,2024-10-19
T3300,P00011,6.0,27.66,2024-10-17
T3301,P00016,1.0,34.83,
T3302,P00002,6.0,48.6,
T3303,P00002,2.0,27.66,
T3304,P00008,4.0,17.55,
T3305,P00013,2.0,47.85,2024-10-25
T3306,P00010,2.0,18.71,
T3307,P00008,1.0,46.35,
T3308,P00004,1.0,27.66,
T3309,P00015,7.0,42.84,
T3310,P00001,6.0,31.27,
T3311,P00011,8.0,25.7,2024-10-24
T3312,P00007,3.0,25.82,
T3313,P00017,7.0,34.72,
T3314,P00018,5.0,28.76,
T3315,P00012,4.0,43.85,2024-10-17
T3316,P00009,5.041242874706605,20.66,
T3317,P00005,5.041242874706605,31.11,2024-10-06
T3318,P00010,9.0,47.83,2024-10-28
T3319,P00004,5.0,27.66,
T3320,P00005,9.0,35.02,
T3321,P00010,1.0,21.97,2024-10-25
T3322,P00011,5.041242874706605,33.37,
T3323,P00010,8.0,34.89,
T3324,P00008,5.041242874706605,25.45,
T3325,P00002,1.0,31.17,
T3326,P00008,2.0,11.62,
T3327,P00016,5.0,27.66,
T3328,P00005,2.0,33.44,
T3329,P00003,5.0,27.36,
T3330,P00012,4.0,10.96,2024-10-26
T3331,P00013,5.041242874706605,39.66,
T3332,P00013,5.041242874706605,27.66,2024-10-21
T3333,P00010,5.0,36.89,
T3334,P00004,2.0,36.99,
T3335,P00009,7.0,38.11,
T3336,P00002,8.0,21.54,
T3337,P00019,6.0,39.6,
T3338,P00001,2.0,49.87,2024-10-21
T3339,P00007,5.041242874706605,46.71,
T3340,P00017,4.0,48.94,
T3341,P00003,5.041242874706605,27.66,2024-10-07
T3342,P00003,5.041242874706605,43.4,
T3343,P00003,8.0,26.46,2024-10-21
T3344,P00017,9.0,39.4,2024-11-02
T3345,P00007,1.0,27.66,
T3346,P00014,4.0,5.06,
T3347,P00017,9.0,27.66,2024-10-17
T3348,P00018,1.0,27.66,
T3349,P00013,6.0,15.83,2024-10-19
T3350,P00018,5.041242874706605,24.19,2024-11-01
T3351,P00004,7.0,5.23,
T3352,P00001,2.0,33.45,2024-10-21
T3353,P00018,7.0,18.19,
T3354,P00001,9.0,14.76,
T3355,P00013,7.0,27.66,2024-10-19
T3356,P00010,9.0,27.66,
T3357,P00011,2.0,9.03,2024-11-03
T3358,P00009,4.0,8.19,
T3359,P00009,5.041242874706605,27.66,2024-10-13
T3360,P00005,5.0,40.78,
T3361,P00001,8.0,27.66,
T3362,P00017,2.0,49.54,2024-11-01
T3363,P00002,6.0,45.98,2024-10-23
T3364,P00013,1.0,27.66,2024-10-26
T3365,P00009,5.0,13.31,
T3366,P00004,9.0,46.43,
T3367,P00005,4.0,5.13,
T3368,P00011,7.0,33.41,
T3369,P00019,9.0,27.73,
T3370,P00003,5.041242874706605,25.61,
T3371,P00012,9.0,10.97,
T3372,P00019,5.041242874706605,36.2,2024-10-18
T3373,P00019,2.0,40.93,
T3374,P00013,1.0,8.35,
T3375,P00007,5.0,41.11,
T3376,P00015,5.041242874706605,43.0,2024-10-15
T3377,P00007,4.0,47.49,
T3378,P00008,3.0,21.5,2024-10-22
T3379,P00005,8.0,11.91,
T3380,P00014,8.0,22.06,2024-10-29
T3381,P00004,3.0,27.66,2024-10-17
T3382,P00010,4.0,49.44,
T3383,P00015,5.0,42.63,
T3384,P00018,4.0,32.66,
T3385,P00013,8.0,35.07,2024-10-26
T3386,P00008,6.0,26.62,
T3387,P00009,5.041242874706605,27.66,2024-10-12
T3388,P00016,2.0,35.19,
T3389,P00019,7.0,7.54,2024-10-13
T3390,P00016,4.0,21.63,2024-10-30
T3391,P00007,3.0,27.63,2024-10-11
T3392,P00014,3.0,29.29,
T3393,P00014,1.0,39.08,
T3394,P00004,7.0,27.66,2024-10-06
T3395,P00015,2.0,48.29,2024-10-16
T3396,P00003,5.0,18.46,
T3397,P00005,9.0,27.94,
T3398,P00001,2.0,19.56,2024-10-06
T3399,P00003,8.0,12.71,2024-11-04
T3400,P00015,6.0,29.73,
T3401,P00008,5.0,10.09,
T3402,P00004,9.0,42.19,
T3403,P00002,1.0,32.16,2024-10-30
T3404,P00010,6.0,32.13,
T3405,P00004,5.0,28.64,
T3406,P00003,2.0,49.16,
T3407,P00002,2.0,48.8,2024-10-17
T3408,P00017,3.0,36.47,
T3409,P00013,7.0,8.02,
T3410,P00005,5.0,8.18,
T3411,P00009,7.0,13.03,
T3412,P00006,3.0,31.07,2024-10-08
T3413,P00005,5.041242874706605,48.45,2024-10-22
T3414,P00010,8.0,43.72,2024-10-23
T3415,P00008,9.0,27.66,
T3416,P00007,4.0,39.95,
T3417,P00007,8.0,27.66,
T3418,P00006,7.0,45.18,
T3419,P00003,3.0,8.5,2024-10-30
T3420,P00019,9.0,39.45,
T3421,P00015,8.0,28.75,
T3422,P00004,1.0,49.35,2024-11-04
T3423,P00012,2.0,27.86,
T3424,P00006,8.0,27.66,2024-10-16
T3425,P00019,6.0,31.72,
T3426,P00004,7.0,42.42,
T3427,P00015,2.0,20.09,
T3428,P00009,1.0,23.06,
T3429,P00005,5.0,26.29,
T3430,P00013,5.041242874706605,16.89,
T3431,P00018,7.0,31.32,2024-10-09
T3432,P00005,7.0,27.66,2024-10-11
T3433,P00016,1.0,6.05,2024-10-16
T3434,P00019,4.0,30.0,2024-10-07
T3435,P00014,8.0,44.68,
T3436,P00016,5.041242874706605,44.39,
T3437,P00015,8.0,14.94,2024-10-13
T3438,P00004,4.0,34.97,
T3439,P00007,6.0,19.07,2024-10-19
T3440,P00016,6.0,47.05,2024-10-13
T3441,P00008,5.041242874706605,17.27,2024-10-26
T3442,P00017,5.041242874706605,27.66,
T3443,P00016,6.0,12.71,
T3444,P00010,5.0,27.66,
T3445,P00010,4.0,27.66,
T3446,P00002,5.041242874706605,31.69,
T3447,P00009,6.0,35.0,
T3448,P00017,1.0,9.9,2024-11-01
T3449,P00011,5.0,27.66,2024-10-08
T3450,P00010,4.0,27.66,2024-10-19
T3451,P00017,4.0,27.66,2024-10-27
T3452,P00004,5.0,38.15,
T3453,P00016,5.0,23.58,
T3454,P00015,6.0,27.66,2024-11-02
T3455,P00005,2.0,27.66,
T3456,P00006,8.0,27.66,
T3457,P00017,3.0,11.19,2024-11-01
T3458,P00001,9.0,28.5,
T3459,P00019,6.0,38.06,
T3460,P00004,5.0,36.5,2024-10-07
T3461,P00017,5.0,43.09,
T3462,P00009,7.0,5.38,
T3463,P00002,8.0,26.65,
T3464,P00008,2.0,26.74,
T3465,P00015,5.0,14.4,
T3466,P00007,9.0,45.12,
T3467,P00006,7.0,26.25,2024-10-22
T3468,P00001,5.041242874706605,10.73,
T3469,P00015,4.0,41.1,2024-10-26
T3470,P00007,9.0,27.66,2024-10-10
T3471,P00017,5.0,30.17,
T3472,P00002,8.0,27.66,
T3473,P00009,1.0,25.48,
T3474,P00009,1.0,36.21,2024-10-25
T3475,P00013,5.041242874706605,23.59,
T3476,P00006,6.0,13.28,
T3477,P00006,6.0,24.83,2024-10-24
T3478,P00003,6.0,13.15,2024-10-25
T3479,P00017,4.0,27.66,2024-10-16
T3480,P00017,7.0,7.97,
T3481,P00012,3.0,5.24,
T3482,P00016,6.0,27.66,
T3483,P00015,5.0,21.24,
T3484,P00013,3.0,40.72,
T3485,P00001,3.0,26.72,
T3486,P00017,4.0,7.03,
T3487,P00003,8.0,22.19,
T3488,P00015,1.0,27.66,
T3489,P00004,9.0,44.32,
T3490,P00004,8.0,16.3,
T3491,P00018,5.041242874706605,27.66,
T3492,P00017,2.0,20.61,
T3493,P00019,8.0,37.37,
T3494,P00011,4.0,48.59,2024-10-21
T3495,P00003,5.0,48.1,
T3496,P00008,3.0,14.28,2024-11-03
T3497,P00014,5.041242874706605,10.68,
T3498,P00001,6.0,25.79,2024-10-15
T3499,P00014,8.0,9.52,
T3500,P00002,9.0,34.62,
T3501,P00004,2.0,40.32,
T3502,P00019,3.0,19.69,
T3503,P00006,3.0,19.33,2024-10-26
T3504,P00001,5.0,27.66,
T3505,P00017,2.0,42.12,
T3506,P00008,4.0,8.37,
T3507,P00019,6.0,27.66,
T3508,P00001,3.0,17.66,2024-10-24
T3509,P00005,3.0,27.08,
T3510,P00016,4.0,38.03,2024-11-01
T3511,P00006,4.0,21.49,2024-10-31
T3512,P00008,3.0,29.86,
T3513,P00013,2.0,42.32,
T3514,P00016,1.0,25.37,2024-11-02
T3515,P00003,7.0,34.49,2024-11-04
T3516,P00019,5.0,8.91,
T3517,P00012,8.0,26.65,
T3518,P00016,1.0,17.65,2024-10-10
T3519,P00011,1.0,9.11,2024-10-24
T3520,P00010,5.041242874706605,5.57,2024-10-15
T3521,P00004,7.0,27.66,
T3522,P00012,7.0,33.01,
